userId;date;trafficSource;cost;value
user_5735;2020-01-04;telegram / posts;15.75;0
user_5735;2020-01-05;facebook / video;10.25;0
user_5738;2020-01-13;telegram / posts;15.75;0
user_574;2020-01-08;telegram / posts;15.75;0
user_574;2020-01-09;google / cpc;8.25;0
user_574;2020-01-22;telegram / posts;15.75;0
user_5740;2020-01-03;vk / display;14.75;0
user_5741;2020-01-14;telegram / posts;15.75;0
user_5742;2020-01-07;vk / display;14.75;0
user_5743;2020-01-05;facebook / video;10.25;0
user_5745;2020-01-15;facebook / video;10.25;0
user_5747;2020-01-07;google / cpc;8.25;0
user_5747;2020-01-11;google / cpc;8.25;0
user_5749;2020-01-03;facebook / video;10.25;0
user_5749;2020-01-04;facebook / video;10.25;0
user_575;2020-01-05;yandex / cpc;8.5;0
user_5750;2020-01-04;google / cpc;8.25;0
user_5750;2020-01-05;facebook / video;10.25;0
user_5750;2020-01-11;yandex / cpc;8.5;0
user_5750;2020-01-13;google / cpc;8.25;0
user_5750;2020-01-18;google / cpc;8.25;0
user_5754;2020-01-09;google / cpc;8.25;0
user_5756;2020-01-04;yandex / cpc;8.5;0
user_5758;2020-01-03;yandex / cpc;8.5;0
user_5759;2020-01-03;facebook / video;10.25;0
user_5759;2020-01-05;google / cpc;8.25;0
user_5759;2020-01-06;telegram / posts;15.75;0
user_5759;2020-01-21;yandex / cpc;8.5;0
user_5759;2020-01-21;telegram / posts;15.75;0
user_576;2020-01-19;vk / display;14.75;0
user_5760;2020-01-03;yandex / cpc;8.5;0
user_5760;2020-01-05;facebook / video;10.25;0
user_5760;2020-01-06;telegram / posts;15.75;97.5
user_5760;2020-01-14;google / cpc;8.25;0
user_5760;2020-01-25;google / cpc;8.25;110
user_5761;2020-01-03;facebook / video;10.25;170
user_5762;2020-01-08;facebook / video;10.25;0
user_5763;2020-01-03;facebook / video;10.25;0
user_5764;2020-01-03;yandex / cpc;8.5;0
user_5765;2020-01-04;yandex / cpc;8.5;0
user_5765;2020-01-09;yandex / cpc;8.5;0
user_5765;2020-01-14;google / cpc;8.25;0
user_5766;2020-01-03;telegram / posts;15.75;0
user_5767;2020-01-15;yandex / cpc;8.5;0
user_5768;2020-01-22;telegram / posts;15.75;70
user_5769;2020-01-05;google / cpc;8.25;0
user_5770;2020-01-05;google / cpc;8.25;0
user_5770;2020-01-27;google / cpc;8.25;0
user_5771;2020-01-08;facebook / video;10.25;0
user_5772;2020-01-08;google / cpc;8.25;72.5
user_5776;2020-01-11;telegram / posts;15.75;60
user_5778;2020-01-06;google / cpc;8.25;0
user_5779;2020-01-05;telegram / posts;15.75;0
user_578;2020-01-27;yandex / cpc;8.5;0
user_5780;2020-01-17;telegram / posts;15.75;0
user_5780;2020-01-29;facebook / video;10.25;0
user_5781;2020-01-10;telegram / posts;15.75;0
user_5782;2020-01-17;facebook / video;10.25;112.5
user_5784;2020-01-04;telegram / posts;15.75;0
user_5784;2020-01-17;facebook / video;10.25;0
user_5785;2020-01-03;yandex / cpc;8.5;0
user_5785;2020-01-04;google / cpc;8.25;0
user_5786;2020-01-04;yandex / cpc;8.5;0
user_5787;2020-01-09;facebook / video;10.25;0
user_5789;2020-01-05;google / cpc;8.25;0
user_579;2020-01-03;google / cpc;8.25;0
user_579;2020-01-04;facebook / video;10.25;0
user_579;2020-01-06;telegram / posts;15.75;237.5
user_579;2020-02-02;google / cpc;8.25;0
user_5791;2020-01-12;facebook / video;10.25;0
user_5792;2020-01-08;facebook / video;10.25;0
user_5792;2020-01-23;telegram / posts;15.75;0
user_5793;2020-01-03;telegram / posts;15.75;0
user_5793;2020-01-14;facebook / video;10.25;0
user_5794;2020-01-06;google / cpc;8.25;0
user_5795;2020-01-08;google / cpc;8.25;0
user_5801;2020-01-03;facebook / video;10.25;0
user_5802;2020-01-03;facebook / video;10.25;0
user_5802;2020-01-06;telegram / posts;15.75;0
user_5802;2020-01-10;google / cpc;8.25;0
user_5802;2020-01-15;yandex / cpc;8.5;0
user_5803;2020-01-09;google / cpc;8.25;0
user_5804;2020-01-03;facebook / video;10.25;0
user_5808;2020-01-07;telegram / posts;15.75;67.5
user_5809;2020-01-20;telegram / posts;15.75;0
user_581;2020-01-06;google / cpc;8.25;0
user_581;2020-01-09;facebook / video;10.25;0
user_5810;2020-01-04;telegram / posts;15.75;0
user_5812;2020-01-03;google / cpc;8.25;0
user_5812;2020-01-06;telegram / posts;15.75;0
user_5812;2020-01-26;facebook / video;10.25;0
user_5813;2020-01-07;telegram / posts;15.75;0
user_5814;2020-01-03;facebook / video;10.25;0
user_5814;2020-02-03;yandex / cpc;8.5;0
user_5817;2020-01-07;google / cpc;8.25;0
user_5819;2020-01-03;google / cpc;8.25;0
user_5819;2020-01-05;facebook / video;10.25;0
user_5819;2020-01-08;google / cpc;8.25;0
user_5820;2020-01-04;google / cpc;8.25;0
user_5821;2020-01-04;telegram / posts;15.75;0
user_5821;2020-01-09;facebook / video;10.25;0
user_5821;2020-01-12;facebook / video;10.25;0
user_5822;2020-01-09;telegram / posts;15.75;0
user_5826;2020-01-11;google / cpc;8.25;0
user_5827;2020-01-07;yandex / cpc;8.5;0
user_583;2020-01-03;yandex / cpc;8.5;242.5
user_583;2020-01-23;facebook / video;10.25;0
user_5831;2020-01-08;google / cpc;8.25;110
user_5832;2020-01-03;google / cpc;8.25;0
user_5832;2020-01-03;facebook / video;10.25;0
user_5832;2020-01-11;telegram / posts;15.75;0
user_5832;2020-01-12;yandex / cpc;8.5;200
user_5836;2020-01-18;google / cpc;8.25;0
user_5838;2020-01-24;facebook / video;10.25;177.5
user_5838;2020-01-25;facebook / video;10.25;0
user_5839;2020-01-06;google / cpc;8.25;0
user_584;2020-01-04;telegram / posts;15.75;0
user_584;2020-01-11;facebook / video;10.25;0
user_5842;2020-01-03;facebook / video;10.25;0
user_5844;2020-01-03;yandex / cpc;8.5;0
user_5844;2020-01-09;facebook / video;10.25;0
user_5845;2020-01-17;facebook / video;10.25;0
user_5847;2020-01-10;facebook / video;10.25;195
user_5847;2020-01-10;facebook / video;10.25;0
user_5847;2020-01-28;facebook / video;10.25;180
user_5849;2020-01-04;telegram / posts;15.75;0
user_5849;2020-01-13;facebook / video;10.25;0
user_585;2020-01-10;google / cpc;8.25;0
user_585;2020-01-12;yandex / cpc;8.5;0
user_585;2020-01-24;google / cpc;8.25;0
user_5851;2020-01-05;yandex / cpc;8.5;0
user_5851;2020-02-01;yandex / cpc;8.5;0
user_5854;2020-01-04;telegram / posts;15.75;0
user_5854;2020-01-13;telegram / posts;15.75;0
user_5854;2020-01-16;google / cpc;8.25;0
user_5857;2020-01-04;telegram / posts;15.75;0
user_5857;2020-01-05;google / cpc;8.25;0
user_5857;2020-01-13;yandex / cpc;8.5;0
user_5857;2020-01-14;facebook / video;10.25;0
user_5858;2020-01-04;facebook / video;10.25;0
user_5859;2020-01-12;google / cpc;8.25;0
user_586;2020-01-04;facebook / video;10.25;0
user_586;2020-01-17;yandex / cpc;8.5;0
user_586;2020-01-30;google / cpc;8.25;0
user_5860;2020-01-11;yandex / cpc;8.5;0
user_5862;2020-01-07;google / cpc;8.25;0
user_5863;2020-01-03;google / cpc;8.25;212.5
user_5863;2020-01-07;google / cpc;8.25;0
user_5864;2020-01-13;facebook / video;10.25;0
user_5866;2020-01-23;yandex / cpc;8.5;0
user_5869;2020-01-05;telegram / posts;15.75;0
user_587;2020-01-03;facebook / video;10.25;145
user_5870;2020-01-07;yandex / cpc;8.5;237.5
user_5871;2020-01-19;google / cpc;8.25;77.5
user_5872;2020-01-04;facebook / video;10.25;0
user_5873;2020-01-08;facebook / video;10.25;0
user_5877;2020-01-05;facebook / video;10.25;0
user_5877;2020-01-06;telegram / posts;15.75;0
user_5878;2020-01-03;google / cpc;8.25;0
user_5884;2020-01-03;google / cpc;8.25;0
user_5885;2020-01-18;vk / display;14.75;242.5
user_5890;2020-01-19;facebook / video;10.25;210
user_5891;2020-02-07;telegram / posts;15.75;202.5
user_5892;2020-01-15;telegram / posts;15.75;0
user_5893;2020-01-12;google / cpc;8.25;0
user_5894;2020-01-04;facebook / video;10.25;0
user_5895;2020-01-17;google / cpc;8.25;0
user_5899;2020-01-12;vk / display;14.75;0
user_590;2020-01-07;google / cpc;8.25;0
user_590;2020-01-07;vk / display;14.75;0
user_590;2020-01-08;yandex / cpc;8.5;0
user_590;2020-01-09;facebook / video;10.25;0
user_590;2020-01-11;yandex / cpc;8.5;0
user_5900;2020-01-04;google / cpc;8.25;0
user_5901;2020-01-03;yandex / cpc;8.5;0
user_5901;2020-01-15;yandex / cpc;8.5;0
user_5902;2020-01-04;yandex / cpc;8.5;0
user_5906;2020-01-03;google / cpc;8.25;0
user_5907;2020-01-09;google / cpc;8.25;0
user_5908;2020-01-06;telegram / posts;15.75;167.5
user_5909;2020-01-16;yandex / cpc;8.5;0
user_5909;2020-01-23;google / cpc;8.25;167.5
user_5918;2020-01-03;google / cpc;8.25;0
user_5918;2020-01-11;yandex / cpc;8.5;0
user_592;2020-01-11;facebook / video;10.25;0
user_5920;2020-01-03;yandex / cpc;8.5;0
user_5920;2020-01-15;google / cpc;8.25;0
user_5921;2020-01-03;telegram / posts;15.75;0
user_5921;2020-01-08;google / cpc;8.25;0
user_5927;2020-01-03;facebook / video;10.25;0
user_5928;2020-01-10;facebook / video;10.25;0
user_593;2020-01-08;google / cpc;8.25;0
user_593;2020-01-14;telegram / posts;15.75;0
user_5930;2020-01-07;yandex / cpc;8.5;0
user_5930;2020-01-08;telegram / posts;15.75;0
user_5930;2020-01-30;google / cpc;8.25;0
user_5930;2020-02-01;google / cpc;8.25;0
user_5931;2020-01-10;telegram / posts;15.75;0
user_5933;2020-01-08;facebook / video;10.25;0
user_5934;2020-01-10;google / cpc;8.25;0
user_5934;2020-01-18;telegram / posts;15.75;0
user_5935;2020-01-04;facebook / video;10.25;0
user_594;2020-01-06;telegram / posts;15.75;0
user_5940;2020-01-22;telegram / posts;15.75;0
user_5941;2020-01-03;yandex / cpc;8.5;0
user_5941;2020-01-04;yandex / cpc;8.5;140
user_5942;2020-01-04;google / cpc;8.25;0
user_5944;2020-01-07;telegram / posts;15.75;0
user_5946;2020-01-03;telegram / posts;15.75;0
user_5946;2020-01-03;yandex / cpc;8.5;0
user_5946;2020-01-18;google / cpc;8.25;0
user_5949;2020-01-08;yandex / cpc;8.5;0
user_5949;2020-01-09;telegram / posts;15.75;0
user_5949;2020-01-15;yandex / cpc;8.5;0
user_595;2020-01-07;google / cpc;8.25;0
user_5951;2020-01-10;facebook / video;10.25;0
user_5952;2020-01-03;telegram / posts;15.75;0
user_5952;2020-01-04;facebook / video;10.25;0
user_5952;2020-01-06;google / cpc;8.25;0
user_5953;2020-01-14;telegram / posts;15.75;0
user_5954;2020-01-03;google / cpc;8.25;0
user_5954;2020-01-18;facebook / video;10.25;0
user_5955;2020-01-05;yandex / cpc;8.5;0
user_5957;2020-01-04;google / cpc;8.25;0
user_5959;2020-01-03;telegram / posts;15.75;0
user_5959;2020-01-03;facebook / video;10.25;0
user_5959;2020-01-04;yandex / cpc;8.5;0
user_596;2020-01-03;facebook / video;10.25;0
user_596;2020-01-08;vk / display;14.75;0
user_5961;2020-01-23;vk / display;14.75;0
user_5962;2020-01-03;facebook / video;10.25;0
user_5962;2020-01-04;facebook / video;10.25;0
user_5962;2020-01-05;google / cpc;8.25;0
user_5962;2020-01-10;telegram / posts;15.75;0
user_5962;2020-01-10;yandex / cpc;8.5;0
user_5962;2020-01-10;facebook / video;10.25;0
user_5962;2020-01-14;google / cpc;8.25;0
user_5963;2020-01-11;yandex / cpc;8.5;0
user_5963;2020-01-12;google / cpc;8.25;0
user_5965;2020-01-17;facebook / video;10.25;0
user_5966;2020-01-03;facebook / video;10.25;0
user_5967;2020-01-03;facebook / video;10.25;0
user_5967;2020-01-05;vk / display;14.75;0
user_5970;2020-01-13;google / cpc;8.25;0
user_5974;2020-01-04;telegram / posts;15.75;0
user_5975;2020-01-04;google / cpc;8.25;0
user_5975;2020-01-04;facebook / video;10.25;0
user_5975;2020-01-10;google / cpc;8.25;0
user_5975;2020-01-14;google / cpc;8.25;162.5
user_5976;2020-01-04;yandex / cpc;8.5;112.5
user_5977;2020-01-07;facebook / video;10.25;0
user_5979;2020-01-29;yandex / cpc;8.5;0
user_5981;2020-01-04;google / cpc;8.25;0
user_5981;2020-01-14;telegram / posts;15.75;0
user_5982;2020-01-06;telegram / posts;15.75;0
user_5982;2020-01-17;telegram / posts;15.75;0
user_5983;2020-02-01;google / cpc;8.25;0
user_5986;2020-01-08;facebook / video;10.25;0
user_5987;2020-01-22;google / cpc;8.25;0
user_5990;2020-01-08;facebook / video;10.25;0
user_5991;2020-01-05;facebook / video;10.25;0
user_5991;2020-01-09;telegram / posts;15.75;0
user_5991;2020-01-10;google / cpc;8.25;0
user_5992;2020-01-04;vk / display;14.75;0
user_5993;2020-01-07;google / cpc;8.25;0
user_5995;2020-01-13;facebook / video;10.25;0
user_60;2020-01-03;yandex / cpc;8.5;0
user_6000;2020-01-03;telegram / posts;15.75;0
user_6000;2020-01-04;yandex / cpc;8.5;0
user_6000;2020-01-05;telegram / posts;15.75;0
user_6004;2020-01-05;facebook / video;10.25;0
user_6004;2020-01-05;telegram / posts;15.75;0
user_6004;2020-01-14;google / cpc;8.25;0
user_6005;2020-01-03;yandex / cpc;8.5;0
user_6007;2020-01-03;google / cpc;8.25;0
user_6008;2020-01-04;google / cpc;8.25;0
user_601;2020-01-13;facebook / video;10.25;0
user_6010;2020-01-05;yandex / cpc;8.5;170
user_6010;2020-01-23;yandex / cpc;8.5;0
user_6011;2020-01-13;telegram / posts;15.75;0
user_6013;2020-01-03;telegram / posts;15.75;0
user_6015;2020-01-05;google / cpc;8.25;0
user_6015;2020-01-07;telegram / posts;15.75;0
user_6017;2020-01-10;google / cpc;8.25;0
user_602;2020-01-04;google / cpc;8.25;0
user_6024;2020-01-06;telegram / posts;15.75;0
user_6026;2020-01-04;facebook / video;10.25;0
user_6026;2020-01-06;telegram / posts;15.75;0
user_6028;2020-01-03;google / cpc;8.25;0
user_6029;2020-01-03;google / cpc;8.25;0
user_6029;2020-01-09;yandex / cpc;8.5;0
user_6029;2020-01-26;telegram / posts;15.75;0
user_603;2020-01-11;vk / display;14.75;0
user_6031;2020-01-03;telegram / posts;15.75;0
user_6031;2020-01-05;google / cpc;8.25;0
user_6031;2020-01-12;facebook / video;10.25;0
user_6031;2020-01-29;telegram / posts;15.75;0
user_6032;2020-01-03;google / cpc;8.25;0
user_6032;2020-01-05;facebook / video;10.25;0
user_6034;2020-01-03;google / cpc;8.25;0
user_6034;2020-01-08;google / cpc;8.25;0
user_6036;2020-01-03;google / cpc;8.25;0
user_6036;2020-01-05;facebook / video;10.25;0
user_6038;2020-01-03;google / cpc;8.25;0
user_6038;2020-01-21;google / cpc;8.25;0
user_604;2020-01-26;yandex / cpc;8.5;0
user_6041;2020-01-10;yandex / cpc;8.5;0
user_6041;2020-01-14;facebook / video;10.25;0
user_6042;2020-01-06;facebook / video;10.25;0
user_6044;2020-01-03;facebook / video;10.25;0
user_6045;2020-01-23;telegram / posts;15.75;0
user_6046;2020-01-03;google / cpc;8.25;0
user_6048;2020-01-09;google / cpc;8.25;0
user_6049;2020-01-03;telegram / posts;15.75;0
user_6049;2020-01-12;google / cpc;8.25;145
user_605;2020-01-03;telegram / posts;15.75;0
user_605;2020-01-16;google / cpc;8.25;0
user_6050;2020-01-03;telegram / posts;15.75;0
user_6050;2020-01-15;google / cpc;8.25;0
user_6051;2020-01-03;telegram / posts;15.75;0
user_6051;2020-01-12;facebook / video;10.25;0
user_6053;2020-01-13;google / cpc;8.25;0
user_6053;2020-01-15;telegram / posts;15.75;0
user_6056;2020-01-06;facebook / video;10.25;0
user_6056;2020-01-06;telegram / posts;15.75;0
user_6057;2020-01-03;google / cpc;8.25;0
user_6058;2020-01-16;telegram / posts;15.75;0
user_6059;2020-01-03;facebook / video;10.25;0
user_6059;2020-01-04;facebook / video;10.25;0
user_6059;2020-01-06;yandex / cpc;8.5;0
user_606;2020-01-03;vk / display;14.75;0
user_606;2020-01-05;telegram / posts;15.75;0
user_6062;2020-01-04;facebook / video;10.25;0
user_6062;2020-01-04;google / cpc;8.25;0
user_6062;2020-01-09;facebook / video;10.25;0
user_6066;2020-01-05;facebook / video;10.25;0
user_6067;2020-01-07;vk / display;14.75;185
user_607;2020-01-04;facebook / video;10.25;0
user_6071;2020-01-04;google / cpc;8.25;0
user_6071;2020-01-18;facebook / video;10.25;0
user_6071;2020-01-22;facebook / video;10.25;0
user_6072;2020-01-13;google / cpc;8.25;0
user_6074;2020-01-03;google / cpc;8.25;0
user_6074;2020-01-03;vk / display;14.75;0
user_6075;2020-01-08;yandex / cpc;8.5;0
user_6078;2020-01-03;telegram / posts;15.75;0
user_6078;2020-01-03;yandex / cpc;8.5;0
user_6078;2020-02-03;google / cpc;8.25;0
user_6079;2020-01-18;facebook / video;10.25;115
user_608;2020-01-03;yandex / cpc;8.5;0
user_608;2020-01-03;google / cpc;8.25;0
user_6081;2020-01-05;facebook / video;10.25;0
user_6081;2020-01-06;telegram / posts;15.75;0
user_6084;2020-01-04;facebook / video;10.25;0
user_6084;2020-01-16;telegram / posts;15.75;0
user_6084;2020-01-21;telegram / posts;15.75;0
user_6085;2020-01-03;telegram / posts;15.75;0
user_6085;2020-01-08;yandex / cpc;8.5;0
user_6085;2020-01-18;vk / display;14.75;0
user_6088;2020-01-04;google / cpc;8.25;0
user_6090;2020-01-07;telegram / posts;15.75;0
user_6093;2020-01-16;telegram / posts;15.75;0
user_6094;2020-01-03;google / cpc;8.25;0
user_6094;2020-01-09;google / cpc;8.25;0
user_6096;2020-01-05;facebook / video;10.25;0
user_6096;2020-01-17;yandex / cpc;8.5;0
user_6097;2020-01-03;yandex / cpc;8.5;0
user_61;2020-01-08;yandex / cpc;8.5;0
user_610;2020-01-03;google / cpc;8.25;0
user_610;2020-01-03;yandex / cpc;8.5;0
user_6100;2020-01-05;facebook / video;10.25;0
user_6102;2020-01-28;vk / display;14.75;0
user_6103;2020-01-03;facebook / video;10.25;0
user_6105;2020-01-06;yandex / cpc;8.5;235
user_6108;2020-01-04;telegram / posts;15.75;135
user_6108;2020-01-08;google / cpc;8.25;0
user_611;2020-01-20;telegram / posts;15.75;0
user_611;2020-02-02;yandex / cpc;8.5;0
user_6113;2020-01-22;telegram / posts;15.75;0
user_6113;2020-01-24;google / cpc;8.25;0
user_6114;2020-01-06;yandex / cpc;8.5;0
user_6115;2020-01-03;google / cpc;8.25;0
user_6115;2020-01-10;telegram / posts;15.75;177.5
user_6116;2020-01-24;google / cpc;8.25;0
user_6118;2020-01-14;telegram / posts;15.75;0
user_6118;2020-01-14;telegram / posts;15.75;0
user_612;2020-01-03;google / cpc;8.25;0
user_6121;2020-01-03;telegram / posts;15.75;0
user_6122;2020-01-06;google / cpc;8.25;0
user_6123;2020-01-04;facebook / video;10.25;230
user_6123;2020-01-09;google / cpc;8.25;0
user_6124;2020-01-05;yandex / cpc;8.5;0
user_6125;2020-01-03;google / cpc;8.25;0
user_6125;2020-01-06;google / cpc;8.25;0
user_6126;2020-01-05;google / cpc;8.25;0
user_6126;2020-01-09;yandex / cpc;8.5;0
user_6128;2020-01-05;google / cpc;8.25;0
user_6129;2020-01-05;google / cpc;8.25;0
user_6129;2020-01-10;yandex / cpc;8.5;0
user_613;2020-01-12;yandex / cpc;8.5;0
user_6131;2020-01-04;facebook / video;10.25;0
user_6132;2020-01-04;google / cpc;8.25;0
user_6134;2020-01-04;yandex / cpc;8.5;0
user_6134;2020-01-05;facebook / video;10.25;0
user_6134;2020-01-11;facebook / video;10.25;0
user_6135;2020-01-12;facebook / video;10.25;0
user_6137;2020-01-08;facebook / video;10.25;0
user_6137;2020-01-11;facebook / video;10.25;0
user_6138;2020-01-05;telegram / posts;15.75;57.5
user_614;2020-01-05;facebook / video;10.25;0
user_614;2020-01-13;facebook / video;10.25;112.5
user_6140;2020-02-01;yandex / cpc;8.5;0
user_6143;2020-01-04;telegram / posts;15.75;0
user_6143;2020-01-10;telegram / posts;15.75;0
user_6145;2020-01-03;telegram / posts;15.75;0
user_6145;2020-01-08;telegram / posts;15.75;197.5
user_6146;2020-01-05;yandex / cpc;8.5;0
user_6147;2020-01-21;google / cpc;8.25;0
user_6147;2020-01-24;telegram / posts;15.75;0
user_6147;2020-02-14;facebook / video;10.25;0
user_6148;2020-01-03;facebook / video;10.25;0
user_6148;2020-01-05;google / cpc;8.25;0
user_6149;2020-01-04;telegram / posts;15.75;0
user_6149;2020-01-12;facebook / video;10.25;0
user_615;2020-01-09;facebook / video;10.25;0
user_615;2020-01-10;facebook / video;10.25;0
user_615;2020-01-25;facebook / video;10.25;0
user_6150;2020-01-05;google / cpc;8.25;0
user_6150;2020-01-06;yandex / cpc;8.5;0
user_6150;2020-01-09;telegram / posts;15.75;0
user_6154;2020-01-03;google / cpc;8.25;0
user_6155;2020-01-03;google / cpc;8.25;0
user_6156;2020-01-03;facebook / video;10.25;0
user_6156;2020-01-03;telegram / posts;15.75;0
user_6156;2020-01-17;google / cpc;8.25;0
user_6157;2020-01-05;telegram / posts;15.75;0
user_6158;2020-01-03;vk / display;14.75;0
user_6159;2020-01-20;facebook / video;10.25;0
user_616;2020-01-08;facebook / video;10.25;0
user_6160;2020-01-19;telegram / posts;15.75;0
user_6161;2020-01-05;yandex / cpc;8.5;0
user_6163;2020-01-09;yandex / cpc;8.5;0
user_6164;2020-01-10;telegram / posts;15.75;225
user_6164;2020-01-12;google / cpc;8.25;0
user_6165;2020-01-03;google / cpc;8.25;0
user_6165;2020-01-06;telegram / posts;15.75;0
user_6167;2020-01-03;telegram / posts;15.75;0
user_6167;2020-01-03;facebook / video;10.25;0
user_6167;2020-01-04;facebook / video;10.25;0
user_6168;2020-01-06;google / cpc;8.25;0
user_6168;2020-01-09;google / cpc;8.25;0
user_6170;2020-01-04;telegram / posts;15.75;0
user_6172;2020-01-03;facebook / video;10.25;0
user_6172;2020-01-12;google / cpc;8.25;0
user_6173;2020-01-03;yandex / cpc;8.5;0
user_6173;2020-01-16;yandex / cpc;8.5;117.5
user_6174;2020-01-20;google / cpc;8.25;0
user_6175;2020-01-17;google / cpc;8.25;0
user_6177;2020-01-13;google / cpc;8.25;0
user_6177;2020-01-13;yandex / cpc;8.5;0
user_6177;2020-01-20;google / cpc;8.25;0
user_618;2020-01-04;yandex / cpc;8.5;0
user_618;2020-01-06;vk / display;14.75;0
user_6180;2020-01-04;google / cpc;8.25;0
user_6180;2020-01-05;facebook / video;10.25;0
user_6180;2020-01-12;telegram / posts;15.75;92.5
user_6182;2020-01-05;telegram / posts;15.75;0
user_6182;2020-01-09;facebook / video;10.25;0
user_6183;2020-01-04;google / cpc;8.25;0
user_6184;2020-01-03;facebook / video;10.25;0
user_6184;2020-01-06;google / cpc;8.25;0
user_6184;2020-01-07;google / cpc;8.25;0
user_6184;2020-01-07;telegram / posts;15.75;0
user_6184;2020-01-10;facebook / video;10.25;0
user_6187;2020-01-09;facebook / video;10.25;0
user_6188;2020-01-03;facebook / video;10.25;0
user_6188;2020-01-05;yandex / cpc;8.5;0
user_619;2020-01-04;telegram / posts;15.75;0
user_6190;2020-01-08;telegram / posts;15.75;0
user_6191;2020-01-07;google / cpc;8.25;0
user_6192;2020-01-14;google / cpc;8.25;0
user_6195;2020-01-03;google / cpc;8.25;0
user_6196;2020-01-07;telegram / posts;15.75;0
user_6197;2020-01-04;facebook / video;10.25;0
user_6198;2020-01-03;facebook / video;10.25;0
user_6198;2020-01-10;yandex / cpc;8.5;0
user_62;2020-01-05;google / cpc;8.25;125
user_62;2020-01-15;facebook / video;10.25;0
user_62;2020-01-18;yandex / cpc;8.5;0
user_620;2020-01-03;google / cpc;8.25;0
user_620;2020-01-08;telegram / posts;15.75;0
user_6200;2020-01-07;yandex / cpc;8.5;82.5
user_6201;2020-01-03;google / cpc;8.25;0
user_6201;2020-01-04;google / cpc;8.25;0
user_6202;2020-01-03;facebook / video;10.25;0
user_6203;2020-01-03;google / cpc;8.25;0
user_6203;2020-01-04;telegram / posts;15.75;155
user_6204;2020-01-07;telegram / posts;15.75;60
user_6204;2020-01-08;facebook / video;10.25;0
user_6205;2020-01-06;telegram / posts;15.75;0
user_6205;2020-01-07;google / cpc;8.25;0
user_6206;2020-01-03;yandex / cpc;8.5;0
user_6206;2020-01-12;yandex / cpc;8.5;0
user_6207;2020-01-12;telegram / posts;15.75;0
user_6208;2020-01-19;facebook / video;10.25;0
user_6209;2020-01-07;google / cpc;8.25;0
user_621;2020-01-10;yandex / cpc;8.5;0
user_6210;2020-01-03;telegram / posts;15.75;0
user_6211;2020-01-04;facebook / video;10.25;0
user_6211;2020-01-05;telegram / posts;15.75;0
user_6211;2020-01-19;vk / display;14.75;0
user_6213;2020-01-04;facebook / video;10.25;0
user_6214;2020-01-05;telegram / posts;15.75;0
user_6214;2020-01-06;google / cpc;8.25;0
user_6216;2020-01-04;yandex / cpc;8.5;0
user_6216;2020-01-18;telegram / posts;15.75;0
user_6217;2020-01-04;vk / display;14.75;0
user_6217;2020-01-08;facebook / video;10.25;0
user_6219;2020-01-04;yandex / cpc;8.5;0
user_6219;2020-01-06;google / cpc;8.25;0
user_6219;2020-01-12;facebook / video;10.25;0
user_622;2020-01-04;vk / display;14.75;0
user_6220;2020-01-04;google / cpc;8.25;0
user_6221;2020-01-04;google / cpc;8.25;0
user_6222;2020-01-13;telegram / posts;15.75;0
user_6223;2020-01-04;google / cpc;8.25;0
user_6223;2020-01-11;google / cpc;8.25;0
user_6227;2020-01-03;google / cpc;8.25;0
user_6228;2020-01-16;telegram / posts;15.75;0
user_6229;2020-01-03;google / cpc;8.25;0
user_623;2020-01-09;google / cpc;8.25;0
user_623;2020-01-16;vk / display;14.75;0
user_6230;2020-01-15;facebook / video;10.25;0
user_6231;2020-01-03;telegram / posts;15.75;0
user_6232;2020-01-24;google / cpc;8.25;0
user_6233;2020-01-03;telegram / posts;15.75;0
user_6233;2020-01-04;yandex / cpc;8.5;0
user_6233;2020-01-05;google / cpc;8.25;0
user_6235;2020-01-03;facebook / video;10.25;0
user_6236;2020-01-06;facebook / video;10.25;0
user_6236;2020-01-09;google / cpc;8.25;0
user_6237;2020-01-03;google / cpc;8.25;0
user_6237;2020-01-04;facebook / video;10.25;0
user_6237;2020-01-27;facebook / video;10.25;0
user_6239;2020-01-19;google / cpc;8.25;0
user_6241;2020-01-06;facebook / video;10.25;0
user_6242;2020-01-16;facebook / video;10.25;0
user_6242;2020-01-18;yandex / cpc;8.5;0
user_6244;2020-01-05;google / cpc;8.25;0
user_6244;2020-01-05;facebook / video;10.25;0
user_6246;2020-01-27;yandex / cpc;8.5;95
user_6248;2020-01-06;google / cpc;8.25;0
user_6248;2020-01-14;google / cpc;8.25;0
user_6248;2020-01-23;google / cpc;8.25;0
user_6249;2020-01-07;google / cpc;8.25;0
user_6250;2020-01-07;yandex / cpc;8.5;0
user_6251;2020-01-03;facebook / video;10.25;0
user_6251;2020-01-08;telegram / posts;15.75;0
user_6251;2020-01-17;google / cpc;8.25;0
user_6252;2020-01-04;google / cpc;8.25;0
user_6253;2020-01-03;vk / display;14.75;115
user_6253;2020-01-13;facebook / video;10.25;0
user_6254;2020-01-04;google / cpc;8.25;0
user_6254;2020-01-07;google / cpc;8.25;0
user_6254;2020-01-10;yandex / cpc;8.5;0
user_6254;2020-01-17;vk / display;14.75;0
user_6255;2020-01-09;telegram / posts;15.75;0
user_6256;2020-01-03;telegram / posts;15.75;0
user_6256;2020-01-08;yandex / cpc;8.5;0
user_6256;2020-01-08;facebook / video;10.25;0
user_6258;2020-01-03;facebook / video;10.25;0
